global_id,ObjectName,AdmArea,District,Address,Email,WebSite,HelpPhone,HasEquipmentRental,EquipmentRentalComments,HasTechService,TechServiceComments,HasDressingRoom,HasEatery,HasToilet,HasWifi,HasCashMachine,HasFirstAidPost,HasMusic,Lighting,Seats,Paid,PaidComments,lantitude,longitude
407272857,Дворовая территория,Южный административный округ,район Зябликово,"улица Мусы Джалиля, владение 4, корпус 4",Sozbk@uao.mos.ru,zyablikovo.mos.ru,(499) 725-43-94,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,освещение светодиодными лампами,0,бесплатно,,37.7354944109247,55.6291261344268
407272917,Дворовая территория,Южный административный округ,район Зябликово,"улица Мусы Джалиля, дом 27, корпус 1",Sozbk@uao.mos.ru,zyablikovo.mos.ru/,(495) 396-15-76,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,,37.7475306047741,55.6191855748946
407273232,Дворовая территория,Южный административный округ,район Зябликово,"Шипиловская улица, дом 55, корпус 1",Sozbk@uao.mos.ru,zyablikovo.mos.ru,(499) 725-43-94,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,освещение лампами накаливания,0,бесплатно,,37.74967818814,55.6230649836164
407273420,Дворовая территория,Южный административный округ,район Зябликово,"Шипиловская улица, дом 57",Sozbk@uao.mos.ru,zyablikovo.mos.ru,(499) 725-43-94,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,,37.7494883920407,55.6238865170422
407274602,Дворовая территория,Южный административный округ,район Москворечье-Сабурово,"Каширское шоссе, дом 78, корпус 2",sport.otdel@list.ru,moskvoreche-saburovo.mos.ru,(499) 323-32-53,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,,37.6813033565232,55.6402884304308
407275930,Дворовая территория,Центральный административный округ,район Хамовники,"Фрунзенская набережная, дом 50",gbu.zhilishnik.hamovniki@gmail.com,gbu-hamovniki.ru/,(499) 242-52-04,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,смешанное освещение,0,бесплатно,,37.5757408445651,55.7188311060132
408330662,Дворовая территория,Восточный административный округ,район Восточный,"Главная улица, дом 2",gbujv@mail.ru,vostochniy.mos.ru,(499) 780-67-70,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,смешанное освещение,0,бесплатно,,37.8613038590682,55.8170366149121
408330739,Дворовая территория,Восточный административный округ,район Восточный,"Главная улица, дом 3",gbujv@mail.ru,vostochniy.mos.ru,(499) 780-67-70,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,смешанное освещение,0,бесплатно,,37.8616912561621,55.818670927946
408335854,Дворовая территория,Юго-Западный административный округ,район Котловка,"Нагорная улица, дом 26, корпус 2",sport_kotlovka@mail.ru,kotlovka.mos.ru/,(499) 122-00-58,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,,37.5975972769242,55.6772407255805
408345572,Спортивный комплекс «Садовники»,Южный административный округ,район Нагатино-Садовники,"улица Садовники, дом 13, строение 3",yug@mossport.ru,yug.mossport.ru/,(499) 612-03-45,нет,,нет,,да,нет,да,да,нет,да,да,без дополнительного освещения,0,бесплатно,,37.6581726894442,55.6721440763957
408347237,Дворовая территория,Юго-Западный административный округ,Ломоносовский район,"улица Марии Ульяновой, дом 19",uzao-lomonos@mos.ru,lomonosovsky.mos.ru,(499) 133-14-67,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,,37.5220085537231,55.6814016058532
408347399,Дворовая территория,Юго-Западный административный округ,Ломоносовский район,"улица Кравченко, дом 12",uzao-lomonos@mos.ru,lomonosovsky.mos.ru,(499) 133-14-67,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,,37.5176879801151,55.678178474862904
408347668,Дворовая территория,Восточный административный округ,район Соколиная Гора,"Мироновская улица, дом 18",sg-priem@mos.ru,sokolinka.mos.ru,(499) 785-02-91,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,,37.7342056797458,55.7872494278541
408349277,Природно-исторический парк «Кузьминки-Люблино»,Юго-Восточный административный округ,район Кузьминки,"Тополёвая аллея, дом 16",dir-yuvao@eco.mos.ru,kuzpark.ru,(495) 258-45-60,нет,,нет,,нет,нет,да,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,,37.7728979749624,55.6894298824998
408349362,Природно-исторический парк «Кузьминки-Люблино»,Юго-Восточный административный округ,район Кузьминки,"Тополёвая аллея, дом 16",dir-yuvao@eco.mos.ru,kuzpark.ru,(495) 258-45-60,нет,,нет,,нет,нет,да,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,,37.7908760774403,55.6859004226106
408352449,Природно-исторический парк «Москворецкий»,Северо-Западный административный округ,район Строгино,"улица Исаковского, дом 24, корпус 1",gpbu@oopt-szao.ru,mospriroda.ru/,(499) 726-15-85,нет,,нет,,да,нет,да,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,,37.4283547158943,55.807665937829
408352738,Природно-исторический парк «Москворецкий»,Северо-Западный административный округ,район Строгино,"улица Исаковского, дом 24, корпус 1",gpbu@oopt-szao.ru,mospriroda.ru/,(499) 726-15-85,нет,,нет,,да,нет,да,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,,37.4224971486257,55.8035170717489
408352816,Природно-исторический парк «Москворецкий»,Северо-Западный административный округ,район Строгино,"улица Исаковского, дом 24, корпус 1",gpbu@oopt-szao.ru,mospriroda.ru/,(499) 726-15-85,нет,,нет,,да,нет,да,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,,37.4160357071089,55.8111818983145
408352989,Дворовая территория,Юго-Западный административный округ,Ломоносовский район,"улица Строителей, дом 5, корпус 5",uzao-lomonos@mos.ru,lomonosovsky.mos.ru,(499) 133-14-67,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,,37.5325509382836,55.683872257619
408354047,Дворовая территория,Северный административный округ,Войковский район,"2-й Новоподмосковный переулок, дом 4",voik@mos.ru,voykovsky.mos.ru/,(499) 156-20-02,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,,37.51152751053,55.8182168423105
408354475,Дворовая территория,Северный административный округ,Войковский район,"6-й Новоподмосковный переулок, дом 3",voik@mos.ru,voykovsky.mos.ru,(499) 156-20-02,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,,37.5115261779099,55.8228317480874
408354563,Дворовая территория,Северный административный округ,Войковский район,"улица Зои и Александра Космодемьянских, дом 4А",voik@mos.ru,voykovsky.mos.ru,(499) 156-20-02,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,,37.5057532252437,55.8175415564735
408354738,"Парк, озелененная городская территория «Зеленая зона реки Чермянки»",Северо-Восточный административный округ,район Бибирево,"Белозерская улица, дом 23",Liapark@ya.ru,liapark.ru,(499) 908-35-00,нет,,нет,,нет,да,да,нет,нет,нет,нет,смешанное освещение,0,бесплатно,,37.6218554985148,55.8942713118764
408355104,Дворовая территория,Восточный административный округ,район Восточный,"посёлок Акулово, дом 22",gbujv@mail.ru,vostochniy.mos.ru,(499) 780-67-70,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,смешанное освещение,0,бесплатно,,37.7959156038437,56.0070372590268
408355183,Дворовая территория,Восточный административный округ,район Восточный,"посёлок Акулово, дом 24",gbujv@mail.ru,vostochniy.mos.ru,(499) 780-67-70,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,,37.7920908735425,56.0071178882494
408355332,Дворовая территория,Северный административный округ,район Сокол,"Ленинградский проспект, дом 77, корпус 2",sokol@mos.ru,sokol.mos.ru,(499) 158-69-81,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,,37.5075727408305,55.8052749864184
408355404,Дворовая территория,Северный административный округ,район Сокол,"Волоколамское шоссе, дом 15/22",sokol1@nao.mos.ru,sokol.mos.ru,(499) 158-69-81,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,,37.4933404471603,55.8084083817555
408355622,Дворовая территория,Северный административный округ,район Сокол,"Волоколамское шоссе, дом 15/22",sokol1@nao.mos.ru,sokol.mos.ru,(499) 158-69-81,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,,37.4940270926681,55.80827621213
408355704,Дворовая территория,Северный административный округ,район Сокол,"Песчаный переулок, дом 10, корпус 1",sokol@mos.ru,sokol.mos.ru,(499) 158-69-81,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,,37.5088982862683,55.7985672634844
408355784,Дворовая территория,Северный административный округ,район Сокол,"улица Алабяна, дом 10, корпус 1",sokol@mos.ru,sokol.mos.ru/,(499) 195-99-53,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,,37.5033335876274,55.8003953095036
408356510,Дворовая территория,Северный административный округ,район Западное Дегунино,"Дегунинская улица, дом 13, корпус 2",gby-zd@pnao.mos.ru,gbuzdegunino.ru,(499) 487-70-36,нет,,нет,,да,нет,да,нет,нет,да,нет,смешанное освещение,0,бесплатно,,37.5322726710918,55.8644236825222
408356572,Спортивный комплекс «Футбольная школа «Чертаново»,Южный административный округ,район Чертаново Северное,"Чертановская улица, дом 7, корпус 3",chertanovosport@List.ru,www.chertanovo-football.ru,(495) 311-62-12,нет,,нет,,да,нет,да,нет,нет,да,нет,без дополнительного освещения,0,бесплатно,,37.6055885611466,55.6304988213011
408357160,Природно-исторический парк «Кузьминки-Люблино»,Юго-Восточный административный округ,район Кузьминки,"улица Заречье, владение 14",dir-yuvao@eco.mos.ru,kuzpark.ru,(495) 258-45-60,нет,,нет,,нет,нет,да,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,,37.7762797300793,55.6939243978511
408357247,Природно-исторический парк «Кузьминки-Люблино»,Юго-Восточный административный округ,район Выхино-Жулебино,"улица Заречье, владение 14",dir-yuvao@eco.mos.ru,kuzpark.ru,(495) 258-45-60,нет,,нет,,нет,нет,да,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,,37.7969852242294,55.6888267588087
408361162,Дворовая территория,Восточный административный округ,район Метрогородок,"Открытое шоссе, дом 23, корпус 4",metro@vao.mos.ru,metrogorodok.mos.ru,(499) 167-04-05,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,,37.7513269946983,55.8258572073151
408361639,Дворовая территория,Юго-Западный административный округ,район Черёмушки,"Зюзинская улица, дом 4, корпус 2",myn_cherem@mail.ru,mcherem.ru,(495) 332-13-11,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,,37.5766791078801,55.6662298860667
408361720,Дворовая территория,Западный административный округ,район Филёвский Парк,"Большая Филёвская улица, дом 13",upravafp@mos.ru,filevsky-park.mos.ru/,(499) 145-66-60,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,освещение лампами накаливания,0,бесплатно,,37.5007298624239,55.7478921460116
408362014,Дворовая территория,Западный административный округ,район Филёвский Парк,"Кастанаевская улица, дом 6",upravafp@mos.ru,filevsky-park.mos.ru,(499) 145-66-60,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,,37.4977617894035,55.7411588669287
408362428,Дворовая территория,Северный административный округ,район Сокол,"2-я Песчаная улица, дом 3, строение 2",gbusokol@mail.ru,sokol.mos.ru,(499) 195-99-53,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,,37.5167707473602,55.795806046129
408362492,"Парк, озелененная городская территория",Северный административный округ,район Коптево,"Большая Академическая улица, дом 24, корпус 2",gbu_Koptevo@mail.ru,gbu-koptevo.ru/,(495) 450-41-93,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,,37.5301602770117,55.8241793496575
408362567,Дворовая территория,Северный административный округ,район Коптево,"Большая Академическая улица, дом 77, корпус 1",gbu_Koptevo@mail.ru,gbu-koptevo.moscow/,(495) 450-41-93,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,,37.5558238772582,55.8438940586775
408362657,Дворовая территория,Западный административный округ,район Филёвский Парк,"улица Барклая, дом 16, корпус 2",upravafp@mos.ru,filevsky-park.mos.ru,(499) 145-66-60,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,,37.4976090995438,55.746226104539
408364122,Братеевский каскадный парк,Южный административный округ,район Москворечье-Сабурово,"улица Борисовские Пруды, дом 21, корпус 1",gbu.uao.avtodor@yandex.ru,dorogi-uao.mos.ru,(495) 276-12-17,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,,37.7201722319665,55.6383361479875
419018614,"Парк, озелененная городская территория «Северное Тушино»",Северо-Западный административный округ,район Северное Тушино,"улица Свободы, дом 52",info@mosparks.ru,mosparks.ru/,(495) 640-73-55,нет,,да,,да,да,да,да,нет,нет,да,смешанное освещение,0,бесплатно,,37.454685982486,55.8594814418453
423015634,Дворовая территория,Южный административный округ,район Царицыно,"Севанская улица, дом 60",sotsr@uao.mos.ru,tsaricino.mos.ru,(495) 321-86-13,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,,37.647571456744,55.6252820016253
423017788,Спортивный комплекс Московской академия регби на ул. Василия Петушкова,Северо-Западный административный округ,район Южное Тушино,"улица Василия Петушкова, дом 10",mra@mossport.ru,mra.mossport.ru/,(495) 949-55-48,нет,,нет,,да,нет,да,нет,нет,да,да,смешанное освещение,0,бесплатно,,37.4114289362992,55.8397710189333
423018060,Дворовая территория,Южный административный округ,район Москворечье-Сабурово,"Каширское шоссе, дом 28, корпус 2",gbu-msab@mail.ru,uao.mos.ru,(495) 344-85-49,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,,37.6481539599052,55.653085194863
423018061,Дворовая территория,Южный административный округ,район Москворечье-Сабурово,"улица Москворечье, дом 9, корпус 2",gbu-msab@mail.ru,moskvoreche-saburovo.mos.ru,(495) 344-85-49,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,,37.6504076679563,55.6487854429465
423018062,Дворовая территория,Южный административный округ,район Москворечье-Сабурово,"улица Москворечье, дом 4, корпус 6",gbu-msab@mail.ru,moskvoreche-saburovo.mos.ru,(495) 344-85-49,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,,37.653431284117,55.6431138764545
423018265,Дворовая территория,Зеленоградский административный округ,район Крюково,"город Зеленоград, корпус 1645",gbukrukovo@mail.ru,gbuzelenograd.ru/,(499) 717-75-10,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,,37.1604617711762,55.9725031843418
423038015,Дворовая территория,Юго-Восточный административный округ,район Лефортово,"Авиамоторная улица, дом 37",lefortovo@list.ru,lefortovo.mos.ru,(495) 361-17-84,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,смешанное освещение,0,бесплатно,,37.7165867058971,55.7555811531862
423038021,Спортивный комплекс «Савёлки»,Зеленоградский административный округ,район Савёлки,"город Зеленоград, Озёрная аллея, дом 2",mso@mos.sport,mos.sport/,(495) 681-01-48,нет,,нет,,да,нет,да,да,нет,нет,да,без дополнительного освещения,0,платно,,37.2243881772738,55.9871778241434
423038029,Дворовая территория,Южный административный округ,район Бирюлёво Западное,"Медынская улица, дом 1, корпус 2",dez-bz@mail.ru,gbu-bz.ru,(495) 384-05-00,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,,37.6513527019824,55.5917183484779
423211517,Парк (особо охраняемая природная территория) «Природный исторический парк «Покровское Стрешнево»,Северный административный округ,Войковский район,"Никольский тупик, дом 2, строение 1",mospriroda@eco.mos.ru,www.mospriroda.ru,(499) 739-27-08,нет,,нет,,нет,нет,да,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,,37.4866559140233,55.8288886214639
423211635,Дворовая территория,Северо-Восточный административный округ,район Северное Медведково,"проезд Шокальского, дом 36, корпус 2",nmespr@mos.ru,smedvedkovo.mos.ru,(499) 476-77-86,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,освещение светодиодными лампами,0,бесплатно,,37.6534201610399,55.8794167759424
423219541,Дворовая территория,Юго-Западный административный округ,Обручевский район,"улица Островитянова, дом 5, корпус 1",obruch@mos.ru,obruchev.mos.ru,(495) 935-90-60,нет,,нет,,да,нет,да,нет,нет,нет,нет,освещение газоразрядными лампами,0,бесплатно,,37.4950971635408,55.6456375590799
423264309,Дворовая территория,Южный административный округ,район Москворечье-Сабурово,"улица Борисовские Пруды, дом 25, корпус 2",gbu-msab@mail.ru,moskvoreche-saburovo.mos.ru,(495) 344-85-49,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,,37.7245093167035,55.6370955011856
423266529,"Парк, озелененная городская территория «Зеленая зона реки Чермянки»",Северо-Восточный административный округ,район Бибирево,"Белозерская улица, дом 23",Liapark@ya.ru,liapark.ru,(499) 908-35-00,нет,,нет,,нет,да,да,нет,нет,нет,нет,смешанное освещение,0,бесплатно,,37.6192224614832,55.8944896231863
423268236,Дворовая территория,Юго-Западный административный округ,район Южное Бутово,"Южнобутовская улица, дом 117",ug-butovo@uzao.mos.ru,ubutovo.mos.ru/,(495) 712-70-11,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,смешанное освещение,0,бесплатно,,37.5188617771404,55.5325721638579
423268549,Дворовая территория,Юго-Западный административный округ,район Южное Бутово,"Южнобутовская улица, дом 66",ug-butovo@uzao.mos.ru,ubutovo.mos.ru,(495) 712-70-11,нет,,нет,,да,нет,нет,нет,нет,нет,нет,смешанное освещение,0,бесплатно,,37.5237130619285,55.5358218378934
423268638,Дворовая территория,Юго-Западный административный округ,район Южное Бутово,"Южнобутовская улица, дом 133",uzao-ugbutovo@mos.ru,ubutovo.mos.ru/,(495) 712-70-11,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,смешанное освещение,0,бесплатно,,37.5139888994751,55.5314183636776
423275259,"Парк, озелененная городская территория «Аршиновский парк»",Южный административный округ,район Царицыно,"Бакинская улица, дом 20",sotsr@uao.mos.ru,tsaricino.mos.ru,(495) 321-48-33,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,,37.6503865346775,55.6178880410632
478255921,"Парк, особо охраняемая природная территория",Западный административный округ,Можайский район,"Сколковское шоссе, дом 34",mospriroda@eco.mos.ru,www.mospriroda.ru,(499) 739-27-05,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,,37.403467250679,55.7032787737081
478256644,Дворовая территория,Северный административный округ,Савёловский район,"Башиловская улица, дом 23, корпус 2",gbusav@pnao.mos.ru,gbu-savelovskiy.moscow/,(495) 950-57-86,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,,37.5723121781155,55.8017221088214
478257829,Дворовая территория,Северный административный округ,район Западное Дегунино,"Новая улица, дом 3",gby-zd@pnao.mos.ru,gbuzdegunino.ru,(499) 488-99-54,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,смешанное освещение,0,бесплатно,,37.5093345012553,55.8739525922764
478259969,Дворовая территория,Северо-Восточный административный округ,район Северное Медведково,"улица Тихомирова, дом 7",nmespr@mos.ru,smedvedkovo.mos.ru,(499) 476-77-86,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,,37.6471295810284,55.886160065481
478260221,Дворовая территория,Северный административный округ,район Коптево,"улица Генерала Рычагова, дом 3, корпус 1",gbu_Koptevo@mail.ru,gbu-koptevo.moscow/,(495) 450-41-93,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,,37.5316966500131,55.8405998423131
478262447,Дворовая территория,Северный административный округ,Дмитровский район,"улица Софьи Ковалевской, дом 2, корпус 4",gbu_jil_dmitr@bk.ru,dmitrovskiy.mos.ru/,(495) 486-71-20,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,,37.5357314293744,55.8784219953795
